smiles,logS0,random,diversity
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-4.719,0,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,-1.305,0,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O,-1.9,0,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@@H]2C[C@H]1C(O)=O,-2.84,1,2
CCOC(=O)c1ccc(N)cc1,-2.41,0,1
CCOC(=O)c1ccc(O)cc1,-2.346,0,0
CCOC(=O)c1ccccc1,-2.32,1,2
CCOC(=O)c1ccccc1C(=O)OCC,-2.35,0,1
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,-6.735,0,1
CCOC(C)=O,-0.035675,0,0
CCOC(C)C,-0.55,1,2
CCOC(C)OCC,-0.43,0,1
CCOC(N)=O,0.85,0,1
CCOCCOCC,-0.77,0,1
CCOP(=O)(OCC)OCC,0.43,0,1
CCOP(=S)(OCC)Oc1ccc(cc1)[S@](C)=O,-2.3,1,2
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.244,0,1
CCOc1ccc(NC(C)=O)cc1,-2.4255,0,0
CCOc1ccc(NC(N)=O)cc1,-2.17,0,1
CCOc1ccccc1,-2.33,1,2
CCS(=O)(=O)CC,0.04,1,2
CCSCc1ccccc1OC(=O)NC,-2.09,0,1
CCSSCC,-2.42,0,1
CC[C@@H](C)C(C)(C)O,-0.89,0,1
CC[C@@H](C)C(C)=O,-0.67,1,2
CC[C@@H](C)OC(N)=O,-0.3,0,1
CC[C@@H](CO)NCCN[C@@H](CC)CO,-0.565,0,1
CC[C@@H](Cc1c(I)cc(I)c(N)c1I)C(O)=O,-4.58,0,1
CC[C@@H](O)C(C)(C)C,-1.15,1,2
CC[C@@H](O)C(C)C,-0.7,1,2
CC[C@@](C)(O)C(C)(C)C,-1.27,0,1
CC[C@@](C)(O)C(C)C,-0.85,0,1
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,-6,1,2
CC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O,-2.333,0,1
CC[C@H](C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016,1,2
CC[C@H](C)CO,-0.47,0,1
CC[C@H](C)[C@H](C)O,-0.716666667,0,1
CC[C@H](N)C(O)=O,0.3075,1,2
CC[C@H]1NC(=O)NC1=O,-0.06,0,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,-3.15,0,1
CC[C@]1(CCC(=O)NC1=O)c1ccccc1,-2.337,0,1
CC\C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-8.02,0,1
CC\C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.7145,0,1
CC\C=C(/C)C1(CC)C(=O)NC(=O)NC1=O,-2.458,0,1
CCc1ccc(CCOc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc1,-6.185,0,0
CCc1cccc(C)c1N([C@@H](C)COC)C(=O)CCl,-2.73,0,1
CCc1ccccc1O,-1.36,0,1
CCc1cccs1,-2.59,0,1
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,-4.109,0,1
CCn1c(=O)n(C)c2ncn(C)c2c1=O,-0.719,0,0
CCn1cc(C(O)=O)c(=O)c2cc(F)c(N3CCN[C@@H](C)C3)c(F)c12,-2.43291365,0,1
CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCNCC1,-2.9065,0,0
CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12,-3.4885,0,1
CCn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.757,0,0
CN(C(C)=O)c1ccccc1,-0.95,0,1
CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,-7.074,0,1
CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98,0,1
CN(C)C(=O)N(C)C,0.94,0,1
CN(C)C(=O)NC1CCCCCCC1,-2.289,1,2
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.76,0,0
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.9,1,2
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,0,1
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.463,0,1
CN(C)C(=O)Nc1ccccc1,-1.6175,0,1
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85,0,1
CN(C)C(=O)Oc1cc(C)nn1-c1ccccc1,-2.09,0,1
CN(C)CCC=C1c2ccccc2CCc2ccccc12,-4.55,0,0
CN(C)CCCN1c2ccccc2CCc2ccccc12,-4.3125,1,2
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,-5.1455,0,0
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,-3.78,0,1
CN(C)CCOC(c1ccccc1)c1ccccc1,-2.947,0,0
CN(C)CCO[C@@H](c1ccccc1)c1ccccc1C,-4.1,0,1
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,-2.659,0,1
CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12,-6.308,0,1
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)[C@H](C(N)=O)C1=O)N(C)C,-0.944,0,1
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)[C@H](C(N)=O)C1=O)C(=O)c1c(O)ccc(Cl)c1[C@@]3(C)O,-2.94,0,1
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)[C@H](C(N)=O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O,-2.924,0,0
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)[C@H](C(N)=O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O,-3.093,0,1
CN(C)c1c(C)n(C)n(-c2ccccc2)c1=O,-0.619,0,0
CN(C)c1cnc2cncnc2n1,-0.021,0,1
CN(C)c1ncc2nccnc2n1,0.36,1,2
CN(C)c1ncnc2nccnc12,-1.021,0,1
CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccccn1,-5.25,0,1
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-4.1,0,1
CN(N=O)C(N)=O,-0.85,0,1
CN1C(=O)NC(=O)[C@@](C)(C1=O)C1=CCCCC1,-2.674,0,1
CN1C(C(=O)Nc2cc(C)on2)=C(O)c2ccccc2S1(=O)=O,-5.61,0,1
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-4.8,0,0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,-3.875,0,1
CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12,-5.9,1,2
CN1CCCC1=O,1,1,2
CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,-4.35,0,1
CN1CCN(CC1)c1cc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1,-3.6,0,0
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,-4.398,0,0
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,-3.154,0,1
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,-2.798,0,1
CN1C[C@@H](O)N(C1=O)c1nnc(s1)C(C)(C)C,-1.877,1,2
CN1C[C@@H]2C[C@H]1CN2c1cc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1,-2.9,0,1
CN1[C@@H](CCl)Nc2cc(Cl)c(cc2S1(=O)=O)S(N)(=O)=O,-3.778,0,1
CN1[C@H]2CC[C@@H]1C[C@H](C2)OC(=O)[C@@H](CO)c1ccccc1,-2.004,0,1
CN1[C@H]2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1,-1.91,0,0
CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1,-3.802,0,0
CNC(=O)O\N=C(/SC)C(=O)N(C)C,0.106,0,1
CNC(=O)O\N=C(\CSC)C(C)(C)C,-1.62,0,1
CNC(=O)O\N=C1\[C@H](Cl)[C@H]2C[C@@H](C#N)[C@@H]1C2,-2.08,0,1
CNC(=O)Oc1cc(C)cc(C)c1,-2.581,1,2
CNC(=O)Oc1cccc(C)c1,-1.802,1,2
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.5,0,1
CNC(=O)Oc1ccccc1C(C)C,-2.863,0,0
CNC(=O)Oc1ccccc1C1OCCO1,-1.57,0,1
CNC(=O)Oc1ccccc1OC(C)C,-2.02,0,1
CNC(=O)[C@@H](C)SCCSP(=O)(OC)OC,1.144,0,1
CNC(=O)\C=C(/C)OP(=O)(OC)OC,0.651,0,1
CNCCC=C1c2ccccc2CCc2ccccc12,-4.018,0,1
CNCCCN1c2ccccc2CCc2ccccc12,-3.76,0,0
CNCCC[C@@]12CC[C@@H](c3ccccc13)c1ccccc21,-4.796,0,1
CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c1ccccc1,-3.92,0,1
CNC[C@H](O)c1ccc(O)c(O)c1,-2.74,0,1
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc12,-4.83,0,1
CN\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O,-2.5,0,1
CNc1ccccc1,-1.28,0,0
COC(=O)C(C)=C,-0.8,0,1
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OC(=O)c1ccccc1)N2C,-2.26,1,2
COC(=O)[C@@H]1[C@H]2C[C@H](C=C2)[C@H]1C(=O)OC,-1.2,0,1
COC(=O)c1ccc(N)cc1,-1.59,0,0
COC(=O)c1ccc(O)cc1,-1.705,0,1
COC(=O)c1ccc(OC)cc1,-2.41,1,2
COC(=O)c1ccccc1,-1.85,0,0
COC(=O)c1ccccc1C(=O)OC,-1.66,0,1
COC(=O)c1ccccc1O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,-0.742,0,1
COC(=O)c1cccnc1,-0.46,0,1
COC(C)(C)C,-0.23875,0,1
COC1=CC(=O)C[C@@H](C)[C@]11Oc2c(C1=O)c(OC)cc(OC)c2Cl,-4.83,0,1
COC1=CC=C2[C@H]3Cc4ccc(OC)c5O[C@@H]1[C@]2(CCN3C)c45,-2.658,0,1
COCC(=O)N([C@H](C)C(=O)OC)c1c(C)cccc1C,-1.6005,0,1
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-2.101,0,1
COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,-1.315,0,0
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.521,0,1
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,0,1
COP(=O)(OC)O[C@@H](Br)C(Cl)(Cl)Br,-2.28,0,1
COP(=O)(OC)[C@H](O)C(Cl)(Cl)Cl,-0.22,1,2
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-3.905,1,2
COP(=S)(OC)SCC(=O)N(C)C=O,-1.995,0,1
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5O[C@@H]2[C@]3(CCN1CC1CC1)c45,-4.37,0,1
CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O,-2.564,0,1
CO[P@@](=O)(NC(C)=O)SC,0.54,0,1
COc1c2ccoc2c(OC)c2oc(C)cc(=O)c12,-3.017,0,1
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,-2.87,0,0
COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,-2.52,1,2
COc1cc2CC[C@H](NC(C)=O)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC,-0.944,0,1
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)[C@H]1CCCO1,-1.8,0,1
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1ccco1,-5.086,0,0
COc1ccc(C=O)cc1,-1.49,0,1
COc1ccc(CC=C)cc1,-2.92,0,1
COc1ccc(CCN(C)CCC[C@@](C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,-4.6,1,2
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,-4.103,0,1
COc1ccc(Cl)cc1,-2.78,0,1
COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,-6.755,1,2
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,0,1
COc1ccc(NC(C)=O)cc1,-1.3,0,0
COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,-3.0545,1,2
COc1ccc(cc1)[C@@](O)(C1CC1)c1cncnc1,-2.598,0,1
COc1ccc(cc1)[N+]([O-])=O,-2.41,0,0
COc1ccc2COC(=O)c2c1OC,-1.8945,1,2
COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O,-4.215,1,2
COc1ccc2nc([nH]c2c1)[S@](=O)Cc1ncc(C)c(OC)c1C,-3.42,0,1
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1,-2.788,0,1
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1,-2.812,1,2
COc1cccc(Cl)c1,-2.78,1,2
COc1cccc(c1)[C@@]1(O)CCCC[C@@H]1CN(C)C,-2.24,0,1
COc1ccccc1,-1.85,0,1
COc1ccccc1Cl,-2.46,0,1
COc1ccccc1OC[C@@H](O)CO,-0.598,0,1
COc1ccccc1OC[C@@H](O)COC(N)=O,-0.985,0,0
COc1ccccc1[N+]([O-])=O,-1.96,0,1
COc1cnc2cncnc2n1,-0.91,1,2
COc1cnc2ncncc2n1,-1.139,0,0
COc1ncc2nccnc2n1,-1.112,0,1
COc1ncnc2nccnc12,-1.112,0,1
CS(=O)(=O)OCCCCOS(C)(=O)=O,-2.267,0,1
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,-2.154,0,0
CSCC[C@H](N)C(O)=O,-0.42,1,2
CSc1ccc2Sc3ccccc3N(CC[C@H]3CCCCN3C)c2c1,-5.362,0,1
CSc1ccccc1,-2.39,0,1
CSc1cnc2cncnc2n1,-1.551,0,1
CSc1ncc2nccnc2n1,-1.754,0,0
CSc1ncnc2nccnc12,-2.365,0,1
CSc1nnc(c(=O)n1N)C(C)(C)C,-2.253,0,1
C[C@@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1,-4.256,0,1
C[C@@H](C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O,-4.772,0,1
C[C@@H](C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21,-4.699,0,1
C[C@@H](C(O)=O)c1cccc(Oc2ccccc2)c1,-3.699,1,2
C[C@@H](C(O)=O)c1cccc(c1)C(=O)c1ccccc1,-3.38,0,1
C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(c1)C(N)=O,-3.41,0,1
C[C@@H](CN1c2ccccc2Sc2ccccc12)N(C)C,-4.34,0,1
C[C@@H](Cc1ccccc1)N(C)CC#C,-2.513,0,1
C[C@@H](N(O)C(N)=O)c1cc2ccccc2s1,-3.373,0,1
C[C@@H](N)C(O)=O,0.243,1,2
C[C@@H](N)CC(O)=O,1.08,0,1
C[C@@H](O)C(C)(C)C,-0.62,1,2
C[C@@H](O)C(F)(F)F,0.3,1,2
C[C@@H](O)[C@@H](N)C(O)=O,-0.09,1,2
C[C@@H](O)c1ccccc1,-0.92,1,2
C[C@@H](Oc1ccc(Cl)cc1Cl)C(O)=O,-2.827,0,1
C[C@@H]1CCCC(=O)C1,-1.87,0,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1,-7.59,0,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.59,1,2
C[C@@H]1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(N)(=O)=O,-4.33,0,1
C[C@@]12CC[C@@H](CC1)C(C)(C)O2,-1.69,0,1
C[C@@]12CC[C@@H]3C(=CCc4cc(O)ccc34)[C@H]1CC[C@@H]2O,-4.402,0,0
C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc12,-4.796,0,1
C[C@H](N)C(O)=O,0.25,1,2
C[C@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1,-4,0,1
C[C@H](O)Cn1cnc2n(C)c(=O)n(C)c(=O)c12,0.623,1,2
C[C@H](OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,0,1
C[C@H]1CCCCC1=O,-0.94,0,1
C[C@H]1CC[C@@H](CC1=O)C(C)=C,-2.18,0,1
C[C@H]1CC[C@H](O)CC1,-0.88,0,1
C[C@H]1CCc2cc(F)cc3c2n1cc(C(O)=O)c3=O,-3.733,0,1
C[C@H]1CN(C[C@@H](C)N1)c1c(F)c(N)c2c(c1F)n(cc(C(O)=O)c2=O)C1CC1,-3.371,0,1
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O,-1.266,1,2
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,-1.13,0,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.77,0,0
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,-2.99,0,1
C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,-3.792,0,1
C[C@H]1[C@H](NC(=O)C(=N\OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O,-1.639,1,2
C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C(C)C,-3.803,0,1
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CC[C@@H](C)CO1,-2.618,0,1
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-3.99,0,1
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.239,0,1
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.27,1,2
C[C@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]1CCC2=O,-5.282,0,1
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,-4.064,0,1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-4.63,0,1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,-3.45,0,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,-4.159,1,2
C[C@]12CC[C@H]3[C@@H](CCC4=Cc5oncc5C[C@]34C)[C@@H]1CC[C@@]2(O)C#C,-5.507,1,2
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,-4.743,0,1
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-3.955,0,0
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,-4.845,0,0
